Agent,Author,Repo,CommitSha,smell_type,smell_name,Method,Line,File,Description
Human,dlt-hub,dlt,3ebbfa1f9e575f28d2fd55245eb295b27b9b6ca0,implementation,Long statement,dataset_path,328,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/dlt-hub$dlt/Human/dlt-hub$dlt/3ebbfa1f9e575f28d2fd55245eb295b27b9b6ca0/dlt/destinations/impl/filesystem/filesystem.py,A line with 127 chars in dataset_path exceeds the maximum length of 120 characters.
Cursor,jxxghp,MoviePilot,3efbd47ffd94119793fa13dfc8ee08a4381ec831,implementation,Magic number,_get_class_memory_usage,736,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Cursor/jxxghp$MoviePilot/3efbd47ffd94119793fa13dfc8ee08a4381ec831/app/helper/memory.py,Magic number 100 used in _get_class_memory_usage.
Cursor,jxxghp,MoviePilot,3efbd47ffd94119793fa13dfc8ee08a4381ec831,implementation,Magic number,_get_class_memory_usage,739,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Cursor/jxxghp$MoviePilot/3efbd47ffd94119793fa13dfc8ee08a4381ec831/app/helper/memory.py,Magic number 1024 used in _get_class_memory_usage.
Cursor,jxxghp,MoviePilot,3efbd47ffd94119793fa13dfc8ee08a4381ec831,implementation,Magic number,_get_class_memory_usage,739,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Cursor/jxxghp$MoviePilot/3efbd47ffd94119793fa13dfc8ee08a4381ec831/app/helper/memory.py,Magic number 1024 used in _get_class_memory_usage.
Cursor,jxxghp,MoviePilot,3efbd47ffd94119793fa13dfc8ee08a4381ec831,implementation,Magic number,_get_class_memory_usage,755,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Cursor/jxxghp$MoviePilot/3efbd47ffd94119793fa13dfc8ee08a4381ec831/app/helper/memory.py,Magic number 5 used in _get_class_memory_usage.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,design,Deficient encapsulation,,37,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/tests/unit_tests/test_sky/utils/test_cli_utils.py,Module 'test_cli_utils' accesses non-public code elements _get_infra from test_status_table_format
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,design,Deficient encapsulation,,41,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/tests/unit_tests/test_sky/utils/test_cli_utils.py,Module 'test_cli_utils' accesses non-public code elements _get_resources from test_status_table_format
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,design,Deficient encapsulation,,192,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/tests/unit_tests/test_sky/utils/test_cli_utils.py,Module 'test_cli_utils' accesses non-public code elements _get_command from test_get_command
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,design,Deficient encapsulation,,213,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/tests/unit_tests/test_sky/utils/test_cli_utils.py,Module 'test_cli_utils' accesses non-public code elements _get_autostop from test_get_autostop
Human,featureform,enrichmcp,0040c1b690e8f6926ce18102608b35b177757e49,implementation,Long identifier,_register_relationship_resolvers,83,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/featureform$enrichmcp/Human/featureform$enrichmcp/0040c1b690e8f6926ce18102608b35b177757e49/src/enrichmcp/sqlalchemy/auto.py,Identifier'_register_relationship_resolvers' exceeds the maximum length of 30 characters.
Human,neondatabase,neon,87fc0a03747c4c1e24b2a8ec1479ea97150fa433,implementation,Long statement,http2_query,3752,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/neondatabase$neon/Human/neondatabase$neon/87fc0a03747c4c1e24b2a8ec1479ea97150fa433/test_runner/fixtures/neon_fixtures.py,A line with 233 chars in http2_query exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,exec,551,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/client/sdk.py,A line with 2343 chars in exec exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,exec,608,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/client/sdk.py,A line with 136 chars in exec exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,exec,616,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/client/sdk.py,A line with 162 chars in exec exceeds the maximum length of 120 characters.
Human,huggingface,huggingface_hub,bebc1f7a3a79f70b8bbd1e70b33643be990a8a22,design,Feature envy,,26,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/huggingface$huggingface_hub/Human/huggingface$huggingface_hub/bebc1f7a3a79f70b8bbd1e70b33643be990a8a22/src/huggingface_hub/inference/_providers/hf_inference.py,Method '_prepare_mapped_model' in class 'HFInferenceTask' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `hf_inference`.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long identifier,_remove_dummy_source_sink_nodes,184,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/optimizer.py,Identifier'_remove_dummy_source_sink_nodes' exceeds the maximum length of 30 characters.
Human,huggingface,huggingface_hub,bebc1f7a3a79f70b8bbd1e70b33643be990a8a22,implementation,Long statement,repo_info,2754,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/huggingface$huggingface_hub/Human/huggingface$huggingface_hub/bebc1f7a3a79f70b8bbd1e70b33643be990a8a22/src/huggingface_hub/hf_api.py,A line with 2418 chars in repo_info exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,f5841eb84d56a41517fb7421fcb238019c8f8815,implementation,Complex method,routing_strategy_init,649 - 712,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/f5841eb84d56a41517fb7421fcb238019c8f8815/litellm/router.py,"Method 'routing_strategy_init' has a cyclomatic complexity of 17, exceeding the max of 6."
Human,BerriAI,litellm,f5841eb84d56a41517fb7421fcb238019c8f8815,implementation,Long statement,test_completion_logprobs_stream,2289,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/f5841eb84d56a41517fb7421fcb238019c8f8815/tests/local_testing/test_completion.py,A line with 153 chars in test_completion_logprobs_stream exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,f5841eb84d56a41517fb7421fcb238019c8f8815,implementation,Long statement,test_completion_logprobs_stream,2300,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/f5841eb84d56a41517fb7421fcb238019c8f8815/tests/local_testing/test_completion.py,A line with 236 chars in test_completion_logprobs_stream exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,43d0b9e33922a83ea73ed6888cbcae1763bc94cf,implementation,Complex method,regions_with_offering,233 - 296,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/43d0b9e33922a83ea73ed6888cbcae1763bc94cf/sky/clouds/kubernetes.py,"Method 'regions_with_offering' has a cyclomatic complexity of 9, exceeding the max of 6."
Human,livekit,agents,54ef4cec8372b9ef28ec1b99498a9379433de896,design,Feature envy,,327,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/livekit$agents/Human/livekit$agents/54ef4cec8372b9ef28ec1b99498a9379433de896/livekit-agents/livekit/agents/pipeline/chat_cli.py,Method '_print_audio_mode' in class 'ChatCLI' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `chat_cli`.
Human,livekit,agents,eb4a68eefd61f22e0a75a3d59bbd216079349e91,design,Feature envy,,310,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/livekit$agents/Human/livekit$agents/eb4a68eefd61f22e0a75a3d59bbd216079349e91/livekit-agents/livekit/agents/pipeline/chat_cli.py,Method '_print_audio_mode' in class 'ChatCLI' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `chat_cli`.
Human,livekit,agents,2fe9a6c21584fc3785b41eaddf32e4419db9b172,design,Feature envy,,324,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/livekit$agents/Human/livekit$agents/2fe9a6c21584fc3785b41eaddf32e4419db9b172/livekit-agents/livekit/agents/pipeline/chat_cli.py,Method '_print_audio_mode' in class 'ChatCLI' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `chat_cli`.
Human,livekit,agents,80cb9c45c431eec6132408592b8f5b10e3fc1fae,design,Feature envy,,299,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/livekit$agents/Human/livekit$agents/80cb9c45c431eec6132408592b8f5b10e3fc1fae/livekit-agents/livekit/agents/pipeline/chat_cli.py,Method '_print_audio_mode' in class 'ChatCLI' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `chat_cli`.
Human,livekit,agents,7fc317ad946cbdb30a1cfb78292d3579f7a24412,design,Feature envy,,185,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/livekit$agents/Human/livekit$agents/7fc317ad946cbdb30a1cfb78292d3579f7a24412/livekit-agents/livekit/agents/pipeline/chat_cli.py,Method '_print_audio_mode' in class 'ChatCLI' seems to access code elements that are outside of the class more than its internal to class members. It seems the method is more suitable in `chat_cli`.
Human,oraios,serena,1d5cf33237309e5f98085fb5337f084019a980ea,implementation,Long statement,find,353,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/oraios$serena/Human/oraios$serena/1d5cf33237309e5f98085fb5337f084019a980ea/src/serena/symbol.py,A line with 694 chars in find exceeds the maximum length of 120 characters.
Human,oraios,serena,1d5cf33237309e5f98085fb5337f084019a980ea,implementation,Long statement,find,546,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/oraios$serena/Human/oraios$serena/1d5cf33237309e5f98085fb5337f084019a980ea/src/serena/symbol.py,A line with 197 chars in find exceeds the maximum length of 120 characters.
Human,oraios,serena,1d5cf33237309e5f98085fb5337f084019a980ea,implementation,Long statement,find,554,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/oraios$serena/Human/oraios$serena/1d5cf33237309e5f98085fb5337f084019a980ea/src/serena/symbol.py,A line with 163 chars in find exceeds the maximum length of 120 characters.
OpenAI_Codex,OEvortex,Webscout,dc9d194497b094fbe6ddceeb31e67014a9651098,implementation,Complex method,save,178 - 251,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/OpenAI_Codex/OEvortex$Webscout/dc9d194497b094fbe6ddceeb31e67014a9651098/webscout/Provider/TTI/piclumen/async_piclumen.py,"Method 'save' has a cyclomatic complexity of 7, exceeding the max of 6."
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,_print_candidates,1017,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/optimizer.py,A line with 205 chars in _print_candidates exceeds the maximum length of 120 characters.
Human,ag2ai,ag2,fed6adb83ed13ef4b16aa1c76c14c6c464d11577,design,Insufficient modularization,,102,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/ag2ai$ag2/Human/ag2ai$ag2/fed6adb83ed13ef4b16aa1c76c14c6c464d11577/autogen/oai/gemini.py,"Class 'GeminiClient' is insufficiently modularized with NOPM: 4, WMC: 103, NOM: 16."
Human,ag2ai,ag2,fed6adb83ed13ef4b16aa1c76c14c6c464d11577,design,Insufficient modularization,,1,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/ag2ai$ag2/Human/ag2ai$ag2/fed6adb83ed13ef4b16aa1c76c14c6c464d11577/autogen/oai/gemini.py,"Module 'gemini' is insufficiently modularized with NOPM: 2, WMC: 106, NOM: 3."
Human,TobikoData,sqlmesh,66b42523a280513ab975472b1a1dc5af6f5e166f,implementation,Long identifier,test_python_model_with_properties,2466,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/TobikoData$sqlmesh/Human/TobikoData$sqlmesh/66b42523a280513ab975472b1a1dc5af6f5e166f/tests/core/test_model.py,Identifier'test_python_model_with_properties' exceeds the maximum length of 30 characters.
Human,MervinPraison,PraisonAI,5492be44121eae0d40fb45c0653bc29b05bf46aa,implementation,Long statement,stream_subprocess,84,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/MervinPraison$PraisonAI/Human/MervinPraison$PraisonAI/5492be44121eae0d40fb45c0653bc29b05bf46aa/praisonai/cli.py,A line with 254 chars in stream_subprocess exceeds the maximum length of 120 characters.
Human,MervinPraison,PraisonAI,5492be44121eae0d40fb45c0653bc29b05bf46aa,implementation,Long statement,stream_subprocess,91,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/MervinPraison$PraisonAI/Human/MervinPraison$PraisonAI/5492be44121eae0d40fb45c0653bc29b05bf46aa/praisonai/cli.py,A line with 141 chars in stream_subprocess exceeds the maximum length of 120 characters.
Human,reflex-dev,reflex,346ccf746bba95b3762e23a7f9d749f0ab6774cc,implementation,Long identifier,,26,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/reflex-dev$reflex/Human/reflex-dev$reflex/346ccf746bba95b3762e23a7f9d749f0ab6774cc/reflex/custom_components/custom_components.py,Identifier'POST_CUSTOM_COMPONENTS_GALLERY_TIMEOUT' exceeds the maximum length of 30 characters.
Human,keephq,keep,fdcdc0722565e168466d4a16dde1e7f4bd396865,implementation,Long identifier,get_last_workflow_execution_by_workflow_id,552,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/keephq$keep/Human/keephq$keep/fdcdc0722565e168466d4a16dde1e7f4bd396865/keep/api/core/db.py,Identifier'get_last_workflow_execution_by_workflow_id' exceeds the maximum length of 30 characters.
Human,Skyvern-AI,skyvern,4407c19417d59451b4e7b96af6012bf275c7373d,implementation,Long statement,create_observer_cruise,2173,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/Skyvern-AI$skyvern/Human/Skyvern-AI$skyvern/4407c19417d59451b4e7b96af6012bf275c7373d/skyvern/forge/sdk/db/client.py,A line with 353 chars in create_observer_cruise exceeds the maximum length of 120 characters.
Human,Skyvern-AI,skyvern,4407c19417d59451b4e7b96af6012bf275c7373d,implementation,Long statement,get_workflow_runs_for_workflow_permanent_id,1489,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/Skyvern-AI$skyvern/Human/Skyvern-AI$skyvern/4407c19417d59451b4e7b96af6012bf275c7373d/skyvern/forge/sdk/db/client.py,A line with 270 chars in get_workflow_runs_for_workflow_permanent_id exceeds the maximum length of 120 characters.
Human,Skyvern-AI,skyvern,4407c19417d59451b4e7b96af6012bf275c7373d,implementation,Long statement,get_workflow_runs_for_workflow_permanent_id,1499,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/Skyvern-AI$skyvern/Human/Skyvern-AI$skyvern/4407c19417d59451b4e7b96af6012bf275c7373d/skyvern/forge/sdk/db/client.py,A line with 154 chars in get_workflow_runs_for_workflow_permanent_id exceeds the maximum length of 120 characters.
Human,TobikoData,sqlmesh,66b42523a280513ab975472b1a1dc5af6f5e166f,implementation,Long statement,sqlmesh_config,71,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/TobikoData$sqlmesh/Human/TobikoData$sqlmesh/66b42523a280513ab975472b1a1dc5af6f5e166f/sqlmesh/dbt/loader.py,A line with 331 chars in sqlmesh_config exceeds the maximum length of 120 characters.
Cursor,getsentry,sentry,fa5cbd670cc2759bdcd6af9264c5953518f704be,implementation,Magic number,scan,186,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Cursor/getsentry$sentry/fa5cbd670cc2759bdcd6af9264c5953518f704be/src/sentry/similarity/backends/redis.py,Magic number 1000 used in scan.
